Time[s], SBUS, 自研422+, 自研422-, 淘宝422+, 淘宝422-
0.05851147, 0, 0, 0, 1, 0
0.05851151, 0, 0, 1, 1, 0
0.05851165, 1, 0, 1, 1, 0
0.05854122, 0, 0, 1, 1, 0
0.05854151, 0, 0, 0, 1, 0
0.05854156, 0, 1, 0, 1, 0
0.05859147, 0, 0, 0, 1, 0
0.05859150, 0, 0, 1, 1, 0
0.05859163, 1, 0, 1, 1, 0
0.05860122, 0, 0, 1, 1, 0
0.05860150, 0, 0, 0, 1, 0
0.05860156, 0, 1, 0, 1, 0
0.05863146, 0, 0, 0, 1, 0
0.05863150, 0, 0, 1, 1, 0
0.05863161, 1, 0, 1, 1, 0
0.05863162, 0, 0, 1, 1, 0
0.05863163, 1, 0, 1, 1, 0
0.05869122, 0, 0, 1, 1, 0
0.05869151, 0, 0, 0, 1, 0
0.05869155, 0, 1, 0, 1, 0
0.05875147, 0, 0, 0, 1, 0
0.05875151, 0, 0, 1, 1, 0
0.05875164, 1, 0, 1, 1, 0
0.05876121, 0, 0, 1, 1, 0
0.05876150, 0, 0, 0, 1, 0
0.05876155, 0, 1, 0, 1, 0
0.05878146, 0, 0, 0, 1, 0
0.05878150, 0, 0, 1, 1, 0
0.05878163, 1, 0, 1, 1, 0
0.05885121, 0, 0, 1, 1, 0
0.05885151, 0, 0, 0, 1, 0
0.05885154, 0, 1, 0, 1, 0
0.05887146, 0, 0, 0, 1, 0
0.05887150, 0, 0, 1, 1, 0
0.05887163, 1, 0, 1, 1, 0
0.05888121, 0, 0, 1, 1, 0
0.05888151, 0, 0, 0, 1, 0
0.05888155, 0, 1, 0, 1, 0
0.05893146, 0, 0, 0, 1, 0
0.05893149, 0, 0, 1, 1, 0
0.05893162, 1, 0, 1, 1, 0
0.05896120, 0, 0, 1, 1, 0
0.05896149, 0, 0, 0, 1, 0
0.05896154, 0, 1, 0, 1, 0
0.05899146, 0, 0, 0, 1, 0
0.05899149, 0, 0, 1, 1, 0
0.05899162, 1, 0, 1, 1, 0
0.05903120, 0, 0, 1, 1, 0
0.05903149, 0, 0, 0, 1, 0
0.05903155, 0, 1, 0, 1, 0
0.05911146, 0, 0, 0, 1, 0
0.05911149, 0, 0, 1, 1, 0
0.05911163, 1, 0, 1, 1, 0
0.05918120, 0, 0, 1, 1, 0
0.05918149, 0, 0, 0, 1, 0
0.05918153, 0, 1, 0, 1, 0
0.05920145, 0, 0, 0, 1, 0
0.05920149, 0, 0, 1, 1, 0
0.05920163, 1, 0, 1, 1, 0
0.05921120, 0, 0, 1, 1, 0
0.05921149, 0, 0, 0, 1, 0
0.05921153, 0, 1, 0, 1, 0
0.05923145, 0, 0, 0, 1, 0
0.05923149, 0, 0, 1, 1, 0
0.05923162, 1, 0, 1, 1, 0
0.05923163, 0, 0, 1, 1, 0
0.05923164, 1, 0, 1, 1, 0
0.05924120, 0, 0, 1, 1, 0
0.05924148, 0, 0, 0, 1, 0
0.05924153, 0, 1, 0, 1, 0
0.05927144, 0, 0, 0, 1, 0
0.05927148, 0, 0, 1, 1, 0
0.05927163, 1, 0, 1, 1, 0
0.05932120, 0, 0, 1, 1, 0
0.05932148, 0, 0, 0, 1, 0
0.05932153, 0, 1, 0, 1, 0
0.05935145, 0, 0, 0, 1, 0
0.05935148, 0, 0, 1, 1, 0
0.05935161, 1, 0, 1, 1, 0
0.05937119, 0, 0, 1, 1, 0
0.05937148, 0, 0, 0, 1, 0
0.05937153, 0, 1, 0, 1, 0
0.05942145, 0, 0, 0, 1, 0
0.05942148, 0, 0, 1, 1, 0
0.05942161, 1, 0, 1, 1, 0
0.05944119, 0, 0, 1, 1, 0
0.05944148, 0, 0, 0, 1, 0
0.05944152, 0, 1, 0, 1, 0
0.05947144, 0, 0, 0, 1, 0
0.05947148, 0, 0, 1, 1, 0
0.05947160, 1, 0, 1, 1, 0
0.05952119, 0, 0, 1, 1, 0
0.05952148, 0, 0, 0, 1, 0
0.05952152, 0, 1, 0, 1, 0
0.05956143, 0, 0, 0, 1, 0
0.05956147, 0, 0, 1, 1, 0
0.05956161, 1, 0, 1, 1, 0
0.05957118, 0, 0, 1, 1, 0
0.05957147, 0, 0, 0, 1, 0
0.05957152, 0, 1, 0, 1, 0
0.05959144, 0, 0, 0, 1, 0
0.05959147, 0, 0, 1, 1, 0
0.05959160, 1, 0, 1, 1, 0
0.05960118, 0, 0, 1, 1, 0
0.05960147, 0, 0, 0, 1, 0
0.05960152, 0, 1, 0, 1, 0
0.05961143, 0, 0, 0, 1, 0
0.05961146, 0, 0, 1, 1, 0
0.05961159, 1, 0, 1, 1, 0
0.05967118, 0, 0, 1, 1, 0
0.05967147, 0, 0, 0, 1, 0
0.05967151, 0, 1, 0, 1, 0
0.05968144, 0, 0, 0, 1, 0
0.05968146, 0, 0, 1, 1, 0
0.05968147, 0, 0, 0, 1, 0
0.05968148, 0, 0, 1, 1, 0
0.05968159, 1, 0, 1, 1, 0
0.05968160, 0, 0, 1, 1, 0
0.05968161, 1, 0, 1, 1, 0
0.05969118, 0, 0, 1, 1, 0
0.05969146, 0, 0, 0, 1, 0
0.05969151, 0, 1, 0, 1, 0
0.05971143, 0, 0, 0, 1, 0
0.05971146, 0, 0, 1, 1, 0
0.05971160, 1, 0, 1, 1, 0
0.05972117, 0, 0, 1, 1, 0
0.05972118, 1, 0, 1, 1, 0
0.05972119, 0, 0, 1, 1, 0
0.05972147, 0, 0, 0, 1, 0
0.05972151, 0, 1, 0, 1, 0
0.05976143, 0, 0, 0, 1, 0
0.05976146, 0, 0, 1, 1, 0
0.05976159, 1, 0, 1, 1, 0
0.05981118, 0, 0, 1, 1, 0
0.05981147, 0, 0, 0, 1, 0
0.05981151, 0, 1, 0, 1, 0
0.05983143, 0, 0, 0, 1, 0
0.05983147, 0, 0, 1, 1, 0
0.05983161, 1, 0, 1, 1, 0
0.05986117, 0, 0, 1, 1, 0
0.05986146, 0, 0, 0, 1, 0
0.05986151, 0, 1, 0, 1, 0
0.05991143, 0, 0, 0, 1, 0
0.05991146, 0, 0, 1, 1, 0
0.05991159, 1, 0, 1, 1, 0
0.05992118, 0, 0, 1, 1, 0
0.05992146, 0, 0, 0, 1, 0
0.05992151, 0, 1, 0, 1, 0
0.05995143, 0, 0, 0, 1, 0
0.05995146, 0, 0, 1, 1, 0
0.05995160, 1, 0, 1, 1, 0
0.06005117, 0, 0, 1, 1, 0
0.06005146, 0, 0, 0, 1, 0
0.06005150, 0, 1, 0, 1, 0
0.06007142, 0, 0, 0, 1, 0
0.06007145, 0, 0, 1, 1, 0
0.06007158, 1, 0, 1, 1, 0
0.06017116, 0, 0, 1, 1, 0
0.06017146, 0, 0, 0, 1, 0
0.06017150, 0, 1, 0, 1, 0
0.06024534, 0, 1, 0, 0, 0
0.06024545, 0, 1, 0, 0, 1
0.06025401, 0, 1, 0, 0, 0
0.06025412, 0, 1, 0, 1, 0
0.06028869, 0, 1, 0, 0, 0
0.06028880, 0, 1, 0, 0, 1
0.06032336, 0, 1, 0, 0, 0
0.06032347, 0, 1, 0, 1, 0
0.06033203, 0, 1, 0, 0, 0
0.06033215, 0, 1, 0, 0, 1
0.06038405, 0, 1, 0, 0, 0
0.06038416, 0, 1, 0, 1, 0
0.06041874, 0, 1, 0, 0, 0
0.06041885, 0, 1, 0, 0, 1
0.06042740, 0, 1, 0, 0, 0
0.06042751, 0, 1, 0, 1, 0
0.06044474, 0, 1, 0, 0, 0
0.06044486, 0, 1, 0, 0, 1
0.06046208, 0, 1, 0, 0, 0
0.06046219, 0, 1, 0, 1, 0
0.06047942, 0, 1, 0, 0, 0
0.06047954, 0, 1, 0, 0, 1
0.06048809, 0, 1, 0, 0, 0
0.06048820, 0, 1, 0, 1, 0
0.06050543, 0, 1, 0, 0, 0
0.06050555, 0, 1, 0, 0, 1
0.06052277, 0, 1, 0, 0, 0
0.06052288, 0, 1, 0, 1, 0
0.06054011, 0, 1, 0, 0, 0
0.06054023, 0, 1, 0, 0, 1
0.06054878, 0, 1, 0, 0, 0
0.06054889, 0, 1, 0, 1, 0
0.06055745, 0, 1, 0, 0, 0
0.06055756, 0, 1, 0, 0, 1
0.06058345, 0, 1, 0, 0, 0
0.06058357, 0, 1, 0, 1, 0
0.06059213, 0, 1, 0, 0, 0
0.06059224, 0, 1, 0, 0, 1
0.06063547, 0, 1, 0, 0, 0
0.06063558, 0, 1, 0, 1, 0
0.06065281, 0, 1, 0, 0, 0
0.06065293, 0, 1, 0, 0, 1
0.06067015, 0, 1, 0, 0, 0
0.06067026, 0, 1, 0, 1, 0
0.06067883, 0, 1, 0, 0, 0
0.06067894, 0, 1, 0, 0, 1
0.06073952, 0, 1, 0, 0, 0
0.06073963, 0, 1, 0, 1, 0
0.06076554, 0, 1, 0, 0, 0
0.06076565, 0, 1, 0, 0, 1
0.06077420, 0, 1, 0, 0, 0
0.06077431, 0, 1, 0, 1, 0
0.06080022, 0, 1, 0, 0, 0
0.06080033, 0, 1, 0, 0, 1
0.06084357, 0, 1, 0, 0, 0
0.06084368, 0, 1, 0, 1, 0
0.06085225, 0, 1, 0, 0, 0
0.06085236, 0, 1, 0, 0, 1
0.06086958, 0, 1, 0, 0, 0
0.06086969, 0, 1, 0, 1, 0
0.06091294, 0, 1, 0, 0, 0
0.06091306, 0, 1, 0, 0, 1
0.06093028, 0, 1, 0, 0, 0
0.06093039, 0, 1, 0, 1, 0
0.06093896, 0, 1, 0, 0, 0
0.06093907, 0, 1, 0, 0, 1
0.06098231, 0, 1, 0, 0, 0
0.06098242, 0, 1, 0, 1, 0
0.06102566, 0, 1, 0, 0, 0
0.06102577, 0, 1, 0, 0, 1
0.06103433, 0, 1, 0, 0, 0
0.06103444, 0, 1, 0, 1, 0
0.06104300, 0, 1, 0, 0, 0
0.06104311, 0, 1, 0, 0, 1
0.06109502, 0, 1, 0, 0, 0
0.06109514, 0, 1, 0, 1, 0
0.06111237, 0, 1, 0, 0, 0
0.06111248, 0, 1, 0, 0, 1
0.06112104, 0, 1, 0, 0, 0
0.06112115, 0, 1, 0, 1, 0
0.06115572, 0, 1, 0, 0, 0
0.06115583, 0, 1, 0, 0, 1
0.06119040, 0, 1, 0, 0, 0
0.06119051, 0, 1, 0, 1, 0
0.06119907, 0, 1, 0, 0, 0
0.06119918, 0, 1, 0, 0, 1
0.06122508, 0, 1, 0, 0, 0
0.06122519, 0, 1, 0, 1, 0
0.06126845, 0, 1, 0, 0, 0
0.06126856, 0, 1, 0, 0, 1
0.06127712, 0, 1, 0, 0, 0
0.06127723, 0, 1, 0, 1, 0
0.06128580, 0, 1, 0, 0, 0
0.06128591, 0, 1, 0, 0, 1
0.06133782, 0, 1, 0, 0, 0
0.06133793, 0, 1, 0, 1, 0
0.06137251, 0, 1, 0, 0, 0
0.06137262, 0, 1, 0, 0, 1
0.06138117, 0, 1, 0, 0, 0
0.06138129, 0, 1, 0, 1, 0
0.06139852, 0, 1, 0, 0, 0
0.06139864, 0, 1, 0, 0, 1
0.06145053, 0, 1, 0, 0, 0
0.06145064, 0, 1, 0, 1, 0
0.06145920, 0, 1, 0, 0, 0
0.06145932, 0, 1, 0, 0, 1
0.06146787, 0, 1, 0, 0, 0
0.06146798, 0, 1, 0, 1, 0
0.06151122, 0, 1, 0, 0, 0
0.06151133, 0, 1, 0, 0, 1
0.06153723, 0, 1, 0, 0, 0
0.06153734, 0, 1, 0, 1, 0
0.06154590, 0, 1, 0, 0, 0
0.06154601, 0, 1, 0, 0, 1
0.06158057, 0, 1, 0, 0, 0
0.06158069, 0, 1, 0, 1, 0
0.06163260, 0, 1, 0, 0, 0
0.06163272, 0, 1, 0, 0, 1
0.06169329, 0, 1, 0, 0, 0
0.06169340, 0, 1, 0, 1, 0
0.06171931, 0, 1, 0, 0, 0
0.06171942, 0, 1, 0, 0, 1
0.06172797, 0, 1, 0, 0, 0
0.06172808, 0, 1, 0, 1, 0
0.06175398, 0, 1, 0, 0, 0
0.06175410, 0, 1, 0, 0, 1
0.06179733, 0, 1, 0, 0, 0
0.06179744, 0, 1, 0, 1, 0
0.06180601, 0, 1, 0, 0, 0
0.06180612, 0, 1, 0, 0, 1
0.06182334, 0, 1, 0, 0, 0
0.06182345, 0, 1, 0, 1, 0
0.06186670, 0, 1, 0, 0, 0
0.06186681, 0, 1, 0, 0, 1
0.06188403, 0, 1, 0, 0, 0
0.06188414, 0, 1, 0, 1, 0
0.06189271, 0, 1, 0, 0, 0
0.06189282, 0, 1, 0, 0, 1
0.06193605, 0, 1, 0, 0, 0
0.06193616, 0, 1, 0, 1, 0
0.06197939, 0, 1, 0, 0, 0
0.06197951, 0, 1, 0, 0, 1
0.06198806, 0, 1, 0, 0, 0
0.06198817, 0, 1, 0, 1, 0
0.06199673, 0, 1, 0, 0, 0
0.06199684, 0, 1, 0, 0, 1
0.06204874, 0, 1, 0, 0, 0
0.06204886, 0, 1, 0, 1, 0
0.06206609, 0, 1, 0, 0, 0
0.06206620, 0, 1, 0, 0, 1
0.06207475, 0, 1, 0, 0, 0
0.06207486, 0, 1, 0, 1, 0
0.06210943, 0, 1, 0, 0, 0
0.06210954, 0, 1, 0, 0, 1
0.06214409, 0, 1, 0, 0, 0
0.06214421, 0, 1, 0, 1, 0
0.06215277, 0, 1, 0, 0, 0
0.06215288, 0, 1, 0, 0, 1
0.06217878, 0, 1, 0, 0, 0
0.06217889, 0, 1, 0, 1, 0
0.06222213, 0, 1, 0, 0, 0
0.06222224, 0, 1, 0, 0, 1
0.06223080, 0, 1, 0, 0, 0
0.06223091, 0, 1, 0, 1, 0
0.06223947, 0, 1, 0, 0, 0
0.06223958, 0, 1, 0, 0, 1
0.06231749, 0, 1, 0, 0, 0
0.06231761, 0, 1, 0, 1, 0
0.06232617, 0, 1, 0, 0, 0
0.06232628, 0, 1, 0, 0, 1
0.06240418, 0, 1, 0, 0, 0
0.06240429, 0, 1, 0, 1, 0
0.06419125, 0, 0, 0, 1, 0
0.06419128, 0, 0, 1, 1, 0
0.06419140, 1, 0, 1, 1, 0
0.06420099, 0, 0, 1, 1, 0
0.06420127, 0, 0, 0, 1, 0
0.06420133, 0, 1, 0, 1, 0
0.06424125, 0, 0, 0, 1, 0
0.06424127, 0, 0, 1, 1, 0
0.06424141, 1, 0, 1, 1, 0
0.06429099, 0, 0, 1, 1, 0
0.06429127, 0, 0, 0, 1, 0
0.06429133, 0, 1, 0, 1, 0
0.06431124, 0, 0, 0, 1, 0
0.06431127, 0, 0, 1, 1, 0
0.06431140, 1, 0, 1, 1, 0
0.06437098, 0, 0, 1, 1, 0
0.06437127, 0, 0, 0, 1, 0
0.06437131, 0, 1, 0, 1, 0
0.06443122, 0, 0, 0, 1, 0
0.06443123, 0, 1, 0, 1, 0
0.06443124, 0, 0, 0, 1, 0
0.06443126, 0, 0, 1, 1, 0
0.06443127, 0, 0, 0, 1, 0
0.06443128, 0, 0, 1, 1, 0
0.06443141, 1, 0, 1, 1, 0
0.06444098, 0, 0, 1, 1, 0
0.06444127, 0, 0, 0, 1, 0
0.06444132, 0, 1, 0, 1, 0
0.06446123, 0, 0, 0, 1, 0
0.06446127, 0, 0, 1, 1, 0
0.06446141, 1, 0, 1, 1, 0
0.06449098, 0, 0, 1, 1, 0
0.06449127, 0, 0, 0, 1, 0
0.06449131, 0, 1, 0, 1, 0
0.06451124, 0, 0, 0, 1, 0
0.06451127, 0, 0, 1, 1, 0
0.06451139, 1, 0, 1, 1, 0
0.06451140, 0, 0, 1, 1, 0
0.06451141, 1, 0, 1, 1, 0
0.06453098, 0, 0, 1, 1, 0
0.06453127, 0, 0, 0, 1, 0
0.06453131, 0, 1, 0, 1, 0
0.06455123, 0, 0, 0, 1, 0
0.06455126, 0, 0, 1, 1, 0
0.06455141, 1, 0, 1, 1, 0
0.06459098, 0, 0, 1, 1, 0
0.06459127, 0, 0, 0, 1, 0
0.06459131, 0, 1, 0, 1, 0
0.06461123, 0, 0, 0, 1, 0
0.06461126, 0, 0, 1, 1, 0
0.06461140, 1, 0, 1, 1, 0
0.06465097, 0, 0, 1, 1, 0
0.06465126, 0, 0, 0, 1, 0
0.06465131, 0, 1, 0, 1, 0
0.06467122, 0, 0, 0, 1, 0
0.06467125, 0, 0, 1, 1, 0
0.06467138, 1, 0, 1, 1, 0
0.06472097, 0, 0, 1, 1, 0
0.06472126, 0, 0, 0, 1, 0
0.06472131, 0, 1, 0, 1, 0
0.06474122, 0, 0, 0, 1, 0
0.06474126, 0, 0, 1, 1, 0
0.06474139, 1, 0, 1, 1, 0
0.06477097, 0, 0, 1, 1, 0
0.06477126, 0, 0, 0, 1, 0
0.06477130, 0, 1, 0, 1, 0
0.06479121, 0, 0, 0, 1, 0
0.06479125, 0, 0, 1, 1, 0
0.06479139, 1, 0, 1, 1, 0
0.06486097, 0, 0, 1, 1, 0
0.06486126, 0, 0, 0, 1, 0
0.06486130, 0, 1, 0, 1, 0
0.06488122, 0, 0, 0, 1, 0
0.06488126, 0, 0, 1, 1, 0
0.06488139, 1, 0, 1, 1, 0
0.06489096, 0, 0, 1, 1, 0
0.06489125, 0, 0, 0, 1, 0
0.06489130, 0, 1, 0, 1, 0
0.06491122, 0, 0, 0, 1, 0
0.06491125, 0, 0, 1, 1, 0
0.06491139, 1, 0, 1, 1, 0
0.06492096, 0, 0, 1, 1, 0
0.06492126, 0, 0, 0, 1, 0
0.06492130, 0, 1, 0, 1, 0
0.06495122, 0, 0, 0, 1, 0
0.06495125, 0, 0, 1, 1, 0
0.06495140, 1, 0, 1, 1, 0
0.06500096, 0, 0, 1, 1, 0
0.06500126, 0, 0, 0, 1, 0
0.06500130, 0, 1, 0, 1, 0
0.06503121, 0, 0, 0, 1, 0
0.06503125, 0, 0, 1, 1, 0
0.06503139, 1, 0, 1, 1, 0
0.06505096, 0, 0, 1, 1, 0
0.06505126, 0, 0, 0, 1, 0
0.06505129, 0, 1, 0, 1, 0
0.06510121, 0, 0, 0, 1, 0
0.06510124, 0, 0, 1, 1, 0
0.06510138, 1, 0, 1, 1, 0
0.06512096, 0, 0, 1, 1, 0
0.06512125, 0, 0, 0, 1, 0
0.06512129, 0, 1, 0, 1, 0
0.06515120, 0, 0, 0, 1, 0
0.06515124, 0, 0, 1, 1, 0
0.06515138, 1, 0, 1, 1, 0
0.06520095, 0, 0, 1, 1, 0
0.06520125, 0, 0, 0, 1, 0
0.06520129, 0, 1, 0, 1, 0
0.06524120, 0, 0, 0, 1, 0
0.06524124, 0, 0, 1, 1, 0
0.06524137, 1, 0, 1, 1, 0
0.06525095, 0, 0, 1, 1, 0
0.06525124, 0, 0, 0, 1, 0
0.06525129, 0, 1, 0, 1, 0
0.06527121, 0, 0, 0, 1, 0
0.06527124, 0, 0, 1, 1, 0
0.06527139, 1, 0, 1, 1, 0
0.06528095, 0, 0, 1, 1, 0
0.06528125, 0, 0, 0, 1, 0
0.06528129, 0, 1, 0, 1, 0
0.06529120, 0, 0, 0, 1, 0
0.06529123, 0, 0, 1, 1, 0
0.06529136, 1, 0, 1, 1, 0
0.06529137, 0, 0, 1, 1, 0
0.06529138, 1, 0, 1, 1, 0
0.06535095, 0, 0, 1, 1, 0
0.06535123, 0, 0, 0, 1, 0
0.06535129, 0, 1, 0, 1, 0
0.06536120, 0, 0, 0, 1, 0
0.06536123, 0, 0, 1, 1, 0
0.06536138, 1, 0, 1, 1, 0
0.06537095, 0, 0, 1, 1, 0
0.06537124, 0, 0, 0, 1, 0
0.06537128, 0, 1, 0, 1, 0
0.06539120, 0, 0, 0, 1, 0
0.06539123, 0, 0, 1, 1, 0
0.06539136, 1, 0, 1, 1, 0
0.06540095, 0, 0, 1, 1, 0
0.06540124, 0, 0, 0, 1, 0
0.06540128, 0, 1, 0, 1, 0
0.06544120, 0, 0, 0, 1, 0
0.06544123, 0, 0, 1, 1, 0
0.06544136, 1, 0, 1, 1, 0
0.06549095, 0, 0, 1, 1, 0
0.06549124, 0, 0, 0, 1, 0
0.06549128, 0, 1, 0, 1, 0
0.06551120, 0, 0, 0, 1, 0
0.06551123, 0, 0, 1, 1, 0
0.06551138, 1, 0, 1, 1, 0
0.06554095, 0, 0, 1, 1, 0
0.06554124, 0, 0, 0, 1, 0
0.06554128, 0, 1, 0, 1, 0
0.06559120, 0, 0, 0, 1, 0
0.06559123, 0, 0, 1, 1, 0
0.06559135, 1, 0, 1, 1, 0
0.06559136, 0, 0, 1, 1, 0
0.06559137, 1, 0, 1, 1, 0
0.06560094, 0, 0, 1, 1, 0
0.06560123, 0, 0, 0, 1, 0
0.06560127, 0, 1, 0, 1, 0
0.06563120, 0, 0, 0, 1, 0
0.06563121, 0, 0, 1, 1, 0
0.06563134, 1, 0, 1, 1, 0
0.06569094, 0, 0, 1, 1, 0
0.06569123, 0, 0, 0, 1, 0
0.06569128, 0, 1, 0, 1, 0
0.06575119, 0, 0, 0, 1, 0
0.06575122, 0, 0, 1, 1, 0
0.06575136, 1, 0, 1, 1, 0
0.06576094, 0, 0, 1, 1, 0
0.06576123, 0, 0, 0, 1, 0
0.06576127, 0, 1, 0, 1, 0
0.06578119, 0, 0, 0, 1, 0
0.06578122, 0, 0, 1, 1, 0
0.06578137, 1, 0, 1, 1, 0
0.06585094, 0, 0, 1, 1, 0
0.06585122, 0, 0, 0, 1, 0
0.06585128, 0, 1, 0, 1, 0
0.06587118, 0, 0, 0, 1, 0
0.06587121, 0, 0, 1, 1, 0
0.06587135, 1, 0, 1, 1, 0
0.06588093, 0, 0, 1, 1, 0
0.06588122, 0, 0, 0, 1, 0
0.06588127, 0, 1, 0, 1, 0
0.06593118, 0, 0, 0, 1, 0
0.06593121, 0, 0, 1, 1, 0
0.06593135, 1, 0, 1, 1, 0
0.06596093, 0, 0, 1, 1, 0
0.06596122, 0, 0, 0, 1, 0
0.06596126, 0, 1, 0, 1, 0
0.06599118, 0, 0, 0, 1, 0
0.06599121, 0, 0, 1, 1, 0
0.06599135, 1, 0, 1, 1, 0
0.06603092, 0, 0, 1, 1, 0
0.06603121, 0, 0, 0, 1, 0
0.06603126, 0, 1, 0, 1, 0
0.06611118, 0, 0, 0, 1, 0
0.06611121, 0, 0, 1, 1, 0
0.06611136, 1, 0, 1, 1, 0
0.06618092, 0, 0, 1, 1, 0
0.06618121, 0, 0, 0, 1, 0
0.06618125, 0, 1, 0, 1, 0
0.06620117, 0, 0, 0, 1, 0
0.06620121, 0, 0, 1, 1, 0
0.06620135, 1, 0, 1, 1, 0
0.06621092, 0, 0, 1, 1, 0
0.06621121, 0, 0, 0, 1, 0
0.06621126, 0, 1, 0, 1, 0
0.06623116, 0, 0, 0, 1, 0
0.06623120, 0, 0, 1, 1, 0
0.06623132, 1, 0, 1, 1, 0
0.06624092, 0, 0, 1, 1, 0
0.06624121, 0, 0, 0, 1, 0
0.06624126, 0, 1, 0, 1, 0
0.06627117, 0, 0, 0, 1, 0
0.06627120, 0, 0, 1, 1, 0
0.06627134, 1, 0, 1, 1, 0
0.06632091, 0, 0, 1, 1, 0
0.06632121, 0, 0, 0, 1, 0
0.06632125, 0, 1, 0, 1, 0
0.06635117, 0, 0, 0, 1, 0
0.06635120, 0, 0, 1, 1, 0
0.06635134, 1, 0, 1, 1, 0
0.06637091, 0, 0, 1, 1, 0
0.06637120, 0, 0, 0, 1, 0
0.06637125, 0, 1, 0, 1, 0
0.06642116, 0, 0, 0, 1, 0
0.06642119, 0, 0, 1, 1, 0
0.06642133, 1, 0, 1, 1, 0
0.06644091, 0, 0, 1, 1, 0
0.06644119, 0, 0, 0, 1, 0
0.06644124, 0, 1, 0, 1, 0
0.06647116, 0, 0, 0, 1, 0
0.06647120, 0, 0, 1, 1, 0
0.06647134, 1, 0, 1, 1, 0
0.06652091, 0, 0, 1, 1, 0
0.06652120, 0, 0, 0, 1, 0
0.06652124, 0, 1, 0, 1, 0
0.06656116, 0, 0, 0, 1, 0
0.06656119, 0, 0, 1, 1, 0
0.06656132, 1, 0, 1, 1, 0
0.06657091, 0, 0, 1, 1, 0
0.06657120, 0, 0, 0, 1, 0
0.06657125, 0, 1, 0, 1, 0
0.06659115, 0, 0, 0, 1, 0
0.06659118, 0, 0, 1, 1, 0
0.06659130, 1, 0, 1, 1, 0
0.06660090, 0, 0, 1, 1, 0
0.06660120, 0, 0, 0, 1, 0
0.06660123, 0, 1, 0, 1, 0
0.06661116, 0, 0, 0, 1, 0
0.06661119, 0, 0, 1, 1, 0
0.06661132, 1, 0, 1, 1, 0
0.06667090, 0, 0, 1, 1, 0
0.06667119, 0, 0, 0, 1, 0
0.06667124, 0, 1, 0, 1, 0
0.06668115, 0, 0, 0, 1, 0
0.06668118, 0, 0, 1, 1, 0
0.06668132, 1, 0, 1, 1, 0
0.06669090, 0, 0, 1, 1, 0
0.06669120, 0, 0, 0, 1, 0
0.06669124, 0, 1, 0, 1, 0
0.06671115, 0, 0, 0, 1, 0
0.06671119, 0, 0, 1, 1, 0
0.06671132, 1, 0, 1, 1, 0
0.06671133, 0, 0, 1, 1, 0
0.06671134, 1, 0, 1, 1, 0
0.06671135, 0, 0, 1, 1, 0
0.06671136, 1, 0, 1, 1, 0
0.06671137, 0, 0, 1, 1, 0
0.06671138, 1, 0, 1, 1, 0
0.06672091, 0, 0, 1, 1, 0
0.06672119, 0, 0, 0, 1, 0
0.06672124, 0, 1, 0, 1, 0
0.06676115, 0, 0, 0, 1, 0
0.06676118, 0, 0, 1, 1, 0
0.06676131, 1, 0, 1, 1, 0
0.06681090, 0, 0, 1, 1, 0
0.06681119, 0, 0, 0, 1, 0
0.06681123, 0, 1, 0, 1, 0
0.06683115, 0, 0, 0, 1, 0
0.06683118, 0, 0, 1, 1, 0
0.06683132, 1, 0, 1, 1, 0
0.06686089, 0, 0, 1, 1, 0
0.06686119, 0, 0, 0, 1, 0
0.06686123, 0, 1, 0, 1, 0
0.06691115, 0, 0, 0, 1, 0
0.06691118, 0, 0, 1, 1, 0
0.06691132, 1, 0, 1, 1, 0
0.06692089, 0, 0, 1, 1, 0
0.06692118, 0, 0, 0, 1, 0
0.06692123, 0, 1, 0, 1, 0
0.06695114, 0, 0, 0, 1, 0
0.06695118, 0, 0, 1, 1, 0
0.06695131, 1, 0, 1, 1, 0
0.06705089, 0, 0, 1, 1, 0
0.06705118, 0, 0, 0, 1, 0
0.06705122, 0, 1, 0, 1, 0
0.06707114, 0, 0, 0, 1, 0
0.06707117, 0, 0, 1, 1, 0
0.06707131, 1, 0, 1, 1, 0
0.06717089, 0, 0, 1, 1, 0
0.06717118, 0, 0, 0, 1, 0
0.06717122, 0, 1, 0, 1, 0
0.06725035, 0, 1, 0, 0, 0
0.06725047, 0, 1, 0, 0, 1
0.06725902, 0, 1, 0, 0, 0
0.06725913, 0, 1, 0, 1, 0
0.06729370, 0, 1, 0, 0, 0
0.06729381, 0, 1, 0, 0, 1
0.06732838, 0, 1, 0, 0, 0
0.06732849, 0, 1, 0, 1, 0
0.06733705, 0, 1, 0, 0, 0
0.06733716, 0, 1, 0, 0, 1
0.06738907, 0, 1, 0, 0, 0
0.06738919, 0, 1, 0, 1, 0
0.06742376, 0, 1, 0, 0, 0
0.06742387, 0, 1, 0, 0, 1
0.06743243, 0, 1, 0, 0, 0
0.06743254, 0, 1, 0, 1, 0
0.06744977, 0, 1, 0, 0, 0
0.06744988, 0, 1, 0, 0, 1
0.06747578, 0, 1, 0, 0, 0
0.06747590, 0, 1, 0, 1, 0
0.06749313, 0, 1, 0, 0, 0
0.06749325, 0, 1, 0, 0, 1
0.06750180, 0, 1, 0, 0, 0
0.06750191, 0, 1, 0, 1, 0
0.06751048, 0, 1, 0, 0, 0
0.06751059, 0, 1, 0, 0, 1
0.06754515, 0, 1, 0, 0, 0
0.06754526, 0, 1, 0, 1, 0
